Link,Furnishing
https://www.olx.pl/d/oferta/wynajme-mieszkanie-38m2-CID3-ID16wmkk.html,yes
https://www.olx.pl/d/oferta/kawalerka-po-remoncie-ul-wojewodzka-internet-i-tv-w-cenie-CID3-ID15T4iM.html,yes
https://www.olx.pl/d/oferta/komfortowa-kawalerka-z-balkonem-centrum-CID3-ID16qjCI.html,yes
https://www.olx.pl/d/oferta/nowoczesne-3-pokoje-z-balkonem-i-garazem-osiedle-na-wrzosach-CID3-ID16AAtU.html,yes
https://www.olx.pl/d/oferta/ul-mickiewicza-dostepne-od-zaraz-film-link-w-opisie-CID3-ID16yOeX.html,yes
https://www.olx.pl/d/oferta/2-pokojowe-ul-zagorska-media-w-cenie-CID3-ID16r3nj.html,yes
https://www.olx.pl/d/oferta/kawalerka-35m-centrum-kielce-CID3-ID16wFsa.html,yes
https://www.olx.pl/d/oferta/mieszkanie-obok-politechniki-wspollokator-CID3-ID16y5Vg.html,yes
https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pokojowe-CID3-ID16lrWG.html,yes
https://www.olx.pl/d/oferta/wynajme-mieszkanie-kielce-kaczmarka-46m-kwadratowych-CID3-ID16Bmer.html,yes
https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-36m2-ID4xia5.html,yes
https://www.olx.plhttps://www.otodom.pl/pl/oferta/komfortowa-kawalerka-do-wynajecia-w-okolicach-ujk-oraz-politechniki-ID4xeWx.html,yes
https://www.olx.pl/d/oferta/wynajme-mieszkanie-48m2-2-pokoje-kielce-ul-zagnanska-plaza-CID3-ID16wkSX.html,yes
https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-2-pokoje-CID3-ID16jVjC.html,yes
https://www.olx.pl/d/oferta/wynajme-mieszkanie-blisko-politechniki-i-ujk-CID3-ID16opzT.html,yes
https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajem-mieszkania-38m-ID4xiTv.html,yes
https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjne-3-pokojowe-os-slichowice-ul-puscha-ID4xhY3.html,yes
https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-klimatyzacja-wysoki-standard-centrum-CID3-IDQG8DX.html,yes
https://www.olx.pl/d/oferta/kawalerka-na-ul-bukowej-CID3-ID16DYOm.html,yes
